Pokemon, Move, Source 
Mew,Infestation,Past generation only
Mew,Iron Tail,Past generation only
Mew,Knock Off,Past generation only
Mew,Laser Focus,Past generation only
Mew,Lash Out,Past generation only
Mew,Last Resort,Past generation only
Mew,Leaf Blade,Past generation only
Mew,Magic Coat,Past generation only
Mew,Magic Room,Past generation only
Mew,Magnet Rise,Past generation only
Mew,Me First,Past generation only
Mew,Mega Drain,Past generation only
Mew,Megahorn,Past generation only
Mew,Mega Kick,Past generation only
Mew,Meteor Beam,Past generation only
Mew,Mimic,Past generation only
Mew,Misty Explosion,Past generation only
Mew,Muddy Water,Past generation only
Mew,Mystical Fire,Past generation only
Mew,Natural Gift,Past generation only
Mew,Nature Power,Past generation only
Mew,Nightmare,Past generation only
Mew,Ominous Wind,Past generation only
Mew,Pain Split,Past generation only
Mew,Payback,Past generation only
Mew,Pay Day,Past generation only
Mew,Pin Missile,Past generation only
Mew,Pluck,Past generation only
Mew,Poltergeist,Past generation only
Mew,Power Swap,Past generation only
Mew,Power-Up Punch,Past generation only
Mew,Power Whip,Past generation only
Mew,Psycho Cut,Past generation only
Mew,Psych Up,Past generation only
Mew,Psywave,Past generation only
Mew,Quash,Past generation only
Mew,Rage,Past generation only
Mew,Razor Shell,Past generation only
Mew,Razor Wind,Past generation only
Mew,Recycle,Past generation only
Mew,Retaliate,Past generation only
Mew,Revenge,Past generation only
Mew,Rising Voltage,Past generation only
Mew,Roar,Past generation only
Mew,Rock Climb,Past generation only
Mew,Rock Polish,Past generation only
Mew,Rock Smash,Past generation only
Mew,Rollout,Past generation only
Mew,Roost,Past generation only
Mew,Round,Past generation only
Mew,Safeguard,Past generation only
Mew,Sand Tomb,Past generation only
Mew,Scald,Past generation only
Mew,Scale Shot,Past generation only
Mew,Scorching Sands,Past generation only
Mew,Screech,Past generation only
Mew,Secret Power,Past generation only
Mew,Seismic Toss,Past generation only
Mew,Self-Destruct,Past generation only
Mew,Shock Wave,Past generation only
Mew,Signal Beam,Past generation only
Mew,Silver Wind,Past generation only
Mew,Skitter Smack,Past generation only
Mew,Skull Bash,Past generation only
Mew,Sky Attack,Past generation only
Mew,Sky Drop,Past generation only
Mew,Sludge Wave,Past generation only
Mew,Smack Down,Past generation only
Mew,Snatch,Past generation only
Mew,Snore,Past generation only
Mew,Soft-Boiled,Past generation only
Mew,Solar Blade,Past generation only
Mew,Speed Swap,Past generation only
Mew,Spite,Past generation only
Mew,Steel Roller,Past generation only
Mew,Steel Wing,Past generation only
Mew,Strength,Past generation only
Mew,String Shot,Past generation only
Mew,Submission,Past generation only
Mew,Sucker Punch,Past generation only
Mew,Super Fang,Past generation only
Mew,Superpower,Past generation only
Mew,Swagger,Past generation only
Mew,Sweet Scent,Past generation only
Mew,Tail Slap,Past generation only
Mew,Telekinesis,Past generation only
Mew,Terrain Pulse,Past generation only
Mew,Throat Chop,Past generation only
Mew,Torment,Past generation only
Mew,Toxic,Past generation only
Mew,Tri Attack,Past generation only
Mew,Triple Axel,Past generation only
Mew,Twister,Past generation only
Mew,Uproar,Past generation only
Mew,Vacuum Wave,Past generation only
Mew,Venom Drench,Past generation only
Mew,Water Gun,Past generation only
Mew,Weather Ball,Past generation only
Mew,Whirlpool,Past generation only
Mew,Whirlwind,Past generation only
Mew,Wonder Room,Past generation only
Mew,Work Up,Past generation only
Mew,Worry Seed,Past generation only
Chikorita,Growl,level 1
Chikorita,Tackle,level 1
Chikorita,Razor Leaf,level 6
Chikorita,Poison Powder,level 9
Chikorita,Synthesis,level 12
Chikorita,Reflect,level 17
Chikorita,Magical Leaf,level 20
Chikorita,Natural Gift,level 23
Chikorita,Sweet Scent,level 28
Chikorita,Light Screen,level 31
Chikorita,Body Slam,level 34
Chikorita,Safeguard,level 39
Chikorita,Aromatherapy,level 42
Chikorita,Solar Beam,level 45
Chikorita,Attract,TM
Chikorita,Confide,TM
Chikorita,Double Team,TM
Chikorita,Echoed Voice,TM
Chikorita,Energy Ball,TM
Chikorita,Facade,TM
Chikorita,Frustration,TM
Chikorita,Grass Knot,TM
Chikorita,Hidden Power,TM
Chikorita,Light Screen,TM
Chikorita,Nature Power,TM
Chikorita,Protect,TM
Chikorita,Reflect,TM
Chikorita,Rest,TM
Chikorita,Return,TM
Chikorita,Round,TM
Chikorita,Safeguard,TM
Chikorita,Sleep Talk,TM
Chikorita,Solar Beam,TM
Chikorita,Substitute,TM
Chikorita,Sunny Day,TM
Chikorita,Swagger,TM
Chikorita,Swords Dance,TM
Chikorita,Toxic,TM
Chikorita,Work Up,TM
Chikorita,Giga Drain,move tutor
Chikorita,Grass Pledge,move tutor
Chikorita,Iron Tail,move tutor
Chikorita,Magic Coat,move tutor
Chikorita,Seed Bomb,move tutor
Chikorita,Snore,move tutor
Chikorita,Synthesis,move tutor
Chikorita,Worry Seed,move tutor
Chikorita,Ancient Power,egg move
Chikorita,Aromatherapy,egg move
Chikorita,Body Slam,egg move
Chikorita,Counter,egg move
Chikorita,Flail,egg move
Chikorita,Grass Whistle,egg move
Chikorita,Grassy Terrain,egg move
Chikorita,Heal Pulse,egg move
Chikorita,Ingrain,egg move
Chikorita,Leaf Storm,egg move
Chikorita,Leech Seed,egg move
Chikorita,Nature Power,egg move
Chikorita,Refresh,egg move
Chikorita,Vine Whip,egg move
Chikorita,Wring Out,egg move
Chikorita,Ancient Power,Event
Chikorita,Frenzy Plant,Event
Chikorita,Growl,Event
Chikorita,Razor Leaf,Event
Chikorita,Tackle,Event
Chikorita,Bullet Seed,Past generation only
Chikorita,Captivate,Past generation only
Chikorita,Curse,Past generation only
Chikorita,Cut,Past generation only
Chikorita,Detect,Past generation only
Chikorita,Double-Edge,Past generation only
Chikorita,Endure,Past generation only
Chikorita,Flash,Past generation only
Chikorita,Fury Cutter,Past generation only
Chikorita,Headbutt,Past generation only
Chikorita,Mimic,Past generation only
Chikorita,Mud-Slap,Past generation only
Chikorita,Secret Power,Past generation only
Bayleef,Growl,level 1
Bayleef,Poison Powder,level 1
Bayleef,Razor Leaf,level 1
Bayleef,Tackle,level 1
Bayleef,Synthesis,level 12
Bayleef,Reflect,level 18
Bayleef,Magical Leaf,level 22
Bayleef,Natural Gift,level 26
Bayleef,Sweet Scent,level 32
Bayleef,Light Screen,level 36
Bayleef,Body Slam,level 40
Bayleef,Safeguard,level 46
Bayleef,Aromatherapy,level 50
Bayleef,Solar Beam,level 54
Bayleef,Attract,TM
Bayleef,Confide,TM
Bayleef,Double Team,TM
Bayleef,Echoed Voice,TM
Bayleef,Energy Ball,TM
Bayleef,Facade,TM
Bayleef,Frustration,TM
Bayleef,Grass Knot,TM
Bayleef,Hidden Power,TM
Bayleef,Light Screen,TM
Bayleef,Nature Power,TM
Bayleef,Protect,TM
Bayleef,Reflect,TM
Bayleef,Rest,TM
Bayleef,Return,TM
Bayleef,Round,TM
Bayleef,Safeguard,TM
Bayleef,Sleep Talk,TM
Bayleef,Solar Beam,TM
Bayleef,Substitute,TM
Bayleef,Sunny Day,TM
Bayleef,Swagger,TM
Bayleef,Swords Dance,TM
Bayleef,Toxic,TM
Bayleef,Work Up,TM
Bayleef,Giga Drain,move tutor
Bayleef,Grass Pledge,move tutor
Bayleef,Iron Tail,move tutor
Bayleef,Laser Focus,move tutor
Bayleef,Magic Coat,move tutor
Bayleef,Seed Bomb,move tutor
Bayleef,Snore,move tutor
Bayleef,Synthesis,move tutor
Bayleef,Worry Seed,move tutor
Bayleef,Ancient Power,egg move
Bayleef,Aromatherapy,egg move
Bayleef,Body Slam,egg move
Bayleef,Counter,egg move
Bayleef,Flail,egg move
Bayleef,Grass Whistle,egg move
Bayleef,Grassy Terrain,egg move
Bayleef,Heal Pulse,egg move
Bayleef,Ingrain,egg move
Bayleef,Leaf Storm,egg move
Bayleef,Leech Seed,egg move
Bayleef,Nature Power,egg move
Bayleef,Refresh,egg move
Bayleef,Vine Whip,egg move
Bayleef,Wring Out,egg move
Bayleef,Ancient Power,Event
Bayleef,Frenzy Plant,Event
Bayleef,Growl,Event
Bayleef,Razor Leaf,Event
Bayleef,Tackle,Event
Bayleef,Bullet Seed,Past generation only
Bayleef,Captivate,Past generation only
Bayleef,Curse,Past generation only
Bayleef,Cut,Past generation only
Bayleef,Detect,Past generation only
Bayleef,Double-Edge,Past generation only
Bayleef,Endure,Past generation only
Bayleef,Flash,Past generation only
Bayleef,Fury Cutter,Past generation only
Bayleef,Headbutt,Past generation only
Bayleef,Mimic,Past generation only
Bayleef,Mud-Slap,Past generation only
Bayleef,Rock Smash,Past generation only
Bayleef,Secret Power,Past generation only
Bayleef,Strength,Past generation only
Meganium,Growl,level 1
Meganium,Petal Blizzard,level 1
Meganium,Petal Dance,level 1
Meganium,Poison Powder,level 1
Meganium,Razor Leaf,level 1
Meganium,Tackle,level 1
Meganium,Synthesis,level 12
Meganium,Reflect,level 18
Meganium,Magical Leaf,level 22
Meganium,Natural Gift,level 26
Meganium,Sweet Scent,level 34
Meganium,Light Screen,level 40
Meganium,Body Slam,level 46
Meganium,Safeguard,level 54
Meganium,Aromatherapy,level 60
Meganium,Solar Beam,level 66
Meganium,Attract,TM
Meganium,Bulldoze,TM
Meganium,Confide,TM
Meganium,Double Team,TM
Meganium,Dragon Tail,TM
Meganium,Earthquake,TM
Meganium,Echoed Voice,TM
Meganium,Energy Ball,TM
Meganium,Facade,TM
Meganium,Frustration,TM
Meganium,Giga Impact,TM
Meganium,Grass Knot,TM
Meganium,Hidden Power,TM
Meganium,Hyper Beam,TM
Meganium,Light Screen,TM
Meganium,Nature Power,TM
Meganium,Protect,TM
Meganium,Reflect,TM
Meganium,Rest,TM
Meganium,Return,TM
Meganium,Round,TM
Meganium,Safeguard,TM
Meganium,Sleep Talk,TM
Meganium,Solar Beam,TM
Meganium,Substitute,TM
Meganium,Sunny Day,TM
Meganium,Swagger,TM
Meganium,Swords Dance,TM
Meganium,Toxic,TM
Meganium,Work Up,TM
Meganium,Frenzy Plant,move tutor
Meganium,Giga Drain,move tutor
Meganium,Grass Pledge,move tutor
Meganium,Iron Tail,move tutor
Meganium,Laser Focus,move tutor
Meganium,Magic Coat,move tutor
Meganium,Outrage,move tutor
Meganium,Seed Bomb,move tutor
Meganium,Snore,move tutor
Meganium,Stomping Tantrum,move tutor
Meganium,Synthesis,move tutor
Meganium,Worry Seed,move tutor
Meganium,Ancient Power,egg move
Meganium,Aromatherapy,egg move
Meganium,Body Slam,egg move
Meganium,Counter,egg move
Meganium,Flail,egg move
Meganium,Grass Whistle,egg move
Meganium,Grassy Terrain,egg move
Meganium,Heal Pulse,egg move
Meganium,Ingrain,egg move
Meganium,Leaf Storm,egg move
Meganium,Leech Seed,egg move
Meganium,Nature Power,egg move
Meganium,Refresh,egg move
Meganium,Vine Whip,egg move
Meganium,Wring Out,egg move
Meganium,Ancient Power,Event
Meganium,Body Slam,Event
Meganium,Frenzy Plant,Event
Meganium,Growl,Event
Meganium,Razor Leaf,Event
Meganium,Solar Beam,Event
Meganium,Sunny Day,Event
Meganium,Synthesis,Event
Meganium,Tackle,Event
Meganium,Bullet Seed,Past generation only
Meganium,Captivate,Past generation only
Meganium,Curse,Past generation only
Meganium,Cut,Past generation only
Meganium,Detect,Past generation only
Meganium,Double-Edge,Past generation only
Meganium,Endure,Past generation only
Meganium,Flash,Past generation only
Meganium,Fury Cutter,Past generation only
Meganium,Headbutt,Past generation only
Meganium,Mimic,Past generation only
Meganium,Mud-Slap,Past generation only
Meganium,Rock Climb,Past generation only
Meganium,Rock Smash,Past generation only
Meganium,Secret Power,Past generation only
Meganium,Strength,Past generation only
Cyndaquil,Leer,level 1
Cyndaquil,Tackle,level 1
Cyndaquil,Smokescreen,level 6
Cyndaquil,Ember,level 10
Cyndaquil,Quick Attack,level 13
Cyndaquil,Flame Wheel,level 19
Cyndaquil,Defense Curl,level 22
Cyndaquil,Flame Charge,level 28
Cyndaquil,Swift,level 31
Cyndaquil,Lava Plume,level 37
Cyndaquil,Flamethrower,level 40
Cyndaquil,Inferno,level 46
Cyndaquil,Rollout,level 49
Cyndaquil,Double-Edge,level 55
Cyndaquil,Overheat,level 58
Cyndaquil,Eruption,level 64
Cyndaquil,Aerial Ace,TM
Cyndaquil,Body Slam,TM
Cyndaquil,Dig,TM
Cyndaquil,Endure,TM
Cyndaquil,Facade,TM
Cyndaquil,Fire Blast,TM
Cyndaquil,Fire Fang,TM
Cyndaquil,Fire Pledge,TM
Cyndaquil,Fire Spin,TM
Cyndaquil,Flame Charge,TM
Cyndaquil,Flamethrower,TM
Cyndaquil,Flare Blitz,TM
Cyndaquil,Heat Wave,TM
Cyndaquil,Iron Head,TM
Cyndaquil,Overheat,TM
Cyndaquil,Play Rough,TM
Cyndaquil,Protect,TM
Cyndaquil,Rest,TM
Cyndaquil,Reversal,TM
Cyndaquil,Sleep Talk,TM
Cyndaquil,Substitute,TM
Cyndaquil,Sunny Day,TM
Cyndaquil,Swift,TM
Cyndaquil,Take Down,TM
Cyndaquil,Tera Blast,TM
Cyndaquil,Wild Charge,TM
Cyndaquil,Will-O-Wisp,TM
Cyndaquil,Zen Headbutt,TM
Cyndaquil,Covet,egg move
Cyndaquil,Curse,egg move
Cyndaquil,Double Kick,egg move
Cyndaquil,Extrasensory,egg move
Cyndaquil,Howl,egg move
Cyndaquil,Reversal,egg move
Cyndaquil,Blast Burn,Event
Cyndaquil,Leer,Event
Cyndaquil,Reversal,Event
Cyndaquil,Smokescreen,Event
Cyndaquil,Tackle,Event
Cyndaquil,Attract,Past generation only
Cyndaquil,Burn Up,Past generation only
Cyndaquil,Captivate,Past generation only
Cyndaquil,Confide,Past generation only
Cyndaquil,Crush Claw,Past generation only
Cyndaquil,Cut,Past generation only
Cyndaquil,Detect,Past generation only
Cyndaquil,Double Team,Past generation only
Cyndaquil,Flame Burst,Past generation only
Cyndaquil,Foresight,Past generation only
Cyndaquil,Frustration,Past generation only
Cyndaquil,Fury Swipes,Past generation only
Cyndaquil,Headbutt,Past generation only
Cyndaquil,Hidden Power,Past generation only
Cyndaquil,Incinerate,Past generation only
Cyndaquil,Iron Tail,Past generation only
Cyndaquil,Mimic,Past generation only
Cyndaquil,Mud-Slap,Past generation only
Cyndaquil,Natural Gift,Past generation only
Cyndaquil,Nature Power,Past generation only
Cyndaquil,Return,Past generation only
Cyndaquil,Round,Past generation only
Cyndaquil,Secret Power,Past generation only
Cyndaquil,Snore,Past generation only
Cyndaquil,Submission,Past generation only
Cyndaquil,Swagger,Past generation only
Cyndaquil,Thrash,Past generation only
Cyndaquil,Toxic,Past generation only
Cyndaquil,Work Up,Past generation only
Quilava,Leer,level 1
Quilava,Smokescreen,level 1
Quilava,Tackle,level 1
Quilava,Ember,level 10
Quilava,Quick Attack,level 13
Quilava,Flame Wheel,level 20
Quilava,Defense Curl,level 24
Quilava,Swift,level 31
Quilava,Flame Charge,level 35
Quilava,Lava Plume,level 42
Quilava,Flamethrower,level 46
Quilava,Inferno,level 53
Quilava,Rollout,level 57
Quilava,Double-Edge,level 64
Quilava,Overheat,level 68
Quilava,Eruption,level 75
Quilava,Aerial Ace,TM
Quilava,Body Slam,TM
Quilava,Brick Break,TM
Quilava,Dig,TM
Quilava,Endure,TM
Quilava,Facade,TM
Quilava,Fire Blast,TM
Quilava,Fire Fang,TM
Quilava,Fire Pledge,TM
Quilava,Fire Spin,TM
Quilava,Flame Charge,TM
Quilava,Flamethrower,TM
Quilava,Flare Blitz,TM
Quilava,Heat Wave,TM
Quilava,Iron Head,TM
Quilava,Overheat,TM
Quilava,Play Rough,TM
Quilava,Protect,TM
Quilava,Rest,TM
Quilava,Reversal,TM
Quilava,Sleep Talk,TM
Quilava,Substitute,TM
Quilava,Sunny Day,TM
Quilava,Swift,TM
Quilava,Take Down,TM
Quilava,Tera Blast,TM
Quilava,Wild Charge,TM
Quilava,Will-O-Wisp,TM
Quilava,Zen Headbutt,TM
Quilava,Covet,egg move
Quilava,Curse,egg move
Quilava,Double Kick,egg move
Quilava,Extrasensory,egg move
Quilava,Howl,egg move
Quilava,Reversal,egg move
Quilava,Blast Burn,Event
Quilava,Leer,Event
Quilava,Reversal,Event
Quilava,Smokescreen,Event
Quilava,Tackle,Event
Quilava,Attract,Past generation only
Quilava,Burn Up,Past generation only
Quilava,Captivate,Past generation only
Quilava,Confide,Past generation only
Quilava,Cut,Past generation only
Quilava,Detect,Past generation only
Quilava,Double Team,Past generation only
Quilava,Focus Punch,Past generation only
Quilava,Frustration,Past generation only
Quilava,Fury Cutter,Past generation only
Quilava,Headbutt,Past generation only
Quilava,Hidden Power,Past generation only
Quilava,Incinerate,Past generation only
Quilava,Iron Tail,Past generation only
Quilava,Mimic,Past generation only
Quilava,Mud-Slap,Past generation only
Quilava,Natural Gift,Past generation only
Quilava,Nature Power,Past generation only
Quilava,Return,Past generation only
Quilava,Roar,Past generation only
Quilava,Rock Smash,Past generation only
Quilava,Round,Past generation only
Quilava,Secret Power,Past generation only
Quilava,Snore,Past generation only
Quilava,Strength,Past generation only
Quilava,Swagger,Past generation only
Quilava,Toxic,Past generation only
Quilava,Work Up,Past generation only
Typhlosion,Double-Edge,level 1
Typhlosion,Ember,level 1
Typhlosion,Eruption,level 1
Typhlosion,Gyro Ball,level 1
Typhlosion,Leer,level 1
Typhlosion,Smokescreen,level 1
Typhlosion,Tackle,level 1
Typhlosion,Quick Attack,level 13
Typhlosion,Flame Wheel,level 20
Typhlosion,Defense Curl,level 24
Typhlosion,Swift,level 31
Typhlosion,Flame Charge,level 35
Typhlosion,Lava Plume,level 43
Typhlosion,Flamethrower,level 48
Typhlosion,Inferno,level 56
Typhlosion,Rollout,level 61
Typhlosion,Overheat,level 74
Typhlosion,Aerial Ace,TM
Typhlosion,Blast Burn,TM
Typhlosion,Body Slam,TM
Typhlosion,Brick Break,TM
Typhlosion,Bulldoze,TM
Typhlosion,Dig,TM
Typhlosion,Earthquake,TM
Typhlosion,Endure,TM
Typhlosion,Facade,TM
Typhlosion,Fire Blast,TM
Typhlosion,Fire Fang,TM
Typhlosion,Fire Pledge,TM
Typhlosion,Fire Punch,TM
Typhlosion,Fire Spin,TM
Typhlosion,Flame Charge,TM
Typhlosion,Flamethrower,TM
Typhlosion,Flare Blitz,TM
Typhlosion,Fling,TM
Typhlosion,Focus Blast,TM
Typhlosion,Giga Impact,TM
Typhlosion,Heat Wave,TM
Typhlosion,Helping Hand,TM
Typhlosion,Hyper Beam,TM
Typhlosion,Iron Head,TM
Typhlosion,Low Kick,TM
Typhlosion,Overheat,TM
Typhlosion,Play Rough,TM
Typhlosion,Protect,TM
Typhlosion,Rest,TM
Typhlosion,Reversal,TM
Typhlosion,Rock Slide,TM
Typhlosion,Rock Tomb,TM
Typhlosion,Shadow Ball,TM
Typhlosion,Shadow Claw,TM
Typhlosion,Sleep Talk,TM
Typhlosion,Solar Beam,TM
Typhlosion,Stomping Tantrum,TM
Typhlosion,Substitute,TM
Typhlosion,Sunny Day,TM
Typhlosion,Swift,TM
Typhlosion,Take Down,TM
Typhlosion,Tera Blast,TM
Typhlosion,Thunder Punch,TM
Typhlosion,Wild Charge,TM
Typhlosion,Will-O-Wisp,TM
Typhlosion,Zen Headbutt,TM
Typhlosion,Covet,egg move
Typhlosion,Curse,egg move
Typhlosion,Double Kick,egg move
Typhlosion,Extrasensory,egg move
Typhlosion,Howl,egg move
Typhlosion,Reversal,egg move
Typhlosion,Blast Burn,Event
Typhlosion,Flame Charge,Event
Typhlosion,Flamethrower,Event
Typhlosion,Flame Wheel,Event
Typhlosion,Leer,Event
Typhlosion,Overheat,Event
Typhlosion,Quick Attack,Event
Typhlosion,Reversal,Event
Typhlosion,Smokescreen,Event
Typhlosion,Swift,Event
Typhlosion,Tackle,Event
Typhlosion,Attract,Past generation only
Typhlosion,Burn Up,Past generation only
Typhlosion,Captivate,Past generation only
Typhlosion,Confide,Past generation only
Typhlosion,Counter,Past generation only
Typhlosion,Cut,Past generation only
Typhlosion,Detect,Past generation only
Typhlosion,Double Team,Past generation only
Typhlosion,Dynamic Punch,Past generation only
Typhlosion,Focus Punch,Past generation only
Typhlosion,Frustration,Past generation only
Typhlosion,Fury Cutter,Past generation only
Typhlosion,Headbutt,Past generation only
Typhlosion,Hidden Power,Past generation only
Typhlosion,Incinerate,Past generation only
Typhlosion,Iron Tail,Past generation only
Typhlosion,Laser Focus,Past generation only
Typhlosion,Mega Kick,Past generation only
Typhlosion,Mega Punch,Past generation only
Typhlosion,Mimic,Past generation only
Typhlosion,Mud-Slap,Past generation only
Typhlosion,Natural Gift,Past generation only
Typhlosion,Nature Power,Past generation only
Typhlosion,Power-Up Punch,Past generation only
Typhlosion,Return,Past generation only
Typhlosion,Roar,Past generation only
Typhlosion,Rock Climb,Past generation only
Typhlosion,Rock Smash,Past generation only
Typhlosion,Round,Past generation only
Typhlosion,Secret Power,Past generation only
Typhlosion,Seismic Toss,Past generation only
Typhlosion,Snore,Past generation only
Typhlosion,Strength,Past generation only
Typhlosion,Swagger,Past generation only
Typhlosion,Throat Chop,Past generation only
Typhlosion,Toxic,Past generation only
Typhlosion,Work Up,Past generation only
Typhlosion-Hisui,Infernal Parade,level 1
Typhlosion-Hisui,Double-Edge,level 1
Typhlosion-Hisui,Ember,level 1
Typhlosion-Hisui,Eruption,level 1
Typhlosion-Hisui,Gyro Ball,level 1
Typhlosion-Hisui,Leer,level 1
Typhlosion-Hisui,Smokescreen,level 1
Typhlosion-Hisui,Tackle,level 1
Typhlosion-Hisui,Quick Attack,level 13
Typhlosion-Hisui,Flame Wheel,level 20
Typhlosion-Hisui,Defense Curl,level 24
Typhlosion-Hisui,Swift,level 31
Typhlosion-Hisui,Flame Charge,level 35
Typhlosion-Hisui,Lava Plume,level 43
Typhlosion-Hisui,Flamethrower,level 48
Typhlosion-Hisui,Inferno,level 56
Typhlosion-Hisui,Rollout,level 61
Typhlosion-Hisui,Overheat,level 74
Typhlosion-Hisui,Aerial Ace,TM
Typhlosion-Hisui,Blast Burn,TM
Typhlosion-Hisui,Body Slam,TM
Typhlosion-Hisui,Brick Break,TM
Typhlosion-Hisui,Bulldoze,TM
Typhlosion-Hisui,Calm Mind,TM
Typhlosion-Hisui,Confuse Ray,TM
Typhlosion-Hisui,Dig,TM
Typhlosion-Hisui,Earthquake,TM
Typhlosion-Hisui,Endure,TM
Typhlosion-Hisui,Facade,TM
Typhlosion-Hisui,Fire Blast,TM
Typhlosion-Hisui,Fire Fang,TM
Typhlosion-Hisui,Fire Pledge,TM
Typhlosion-Hisui,Fire Punch,TM
Typhlosion-Hisui,Fire Spin,TM
Typhlosion-Hisui,Flame Charge,TM
Typhlosion-Hisui,Flamethrower,TM
Typhlosion-Hisui,Flare Blitz,TM
Typhlosion-Hisui,Focus Blast,TM
Typhlosion-Hisui,Giga Impact,TM
Typhlosion-Hisui,Heat Wave,TM
Typhlosion-Hisui,Hex,TM
Typhlosion-Hisui,Hyper Beam,TM
Typhlosion-Hisui,Iron Head,TM
Typhlosion-Hisui,Low Kick,TM
Typhlosion-Hisui,Night Shade,TM
Typhlosion-Hisui,Overheat,TM
Typhlosion-Hisui,Play Rough,TM
Typhlosion-Hisui,Protect,TM
Typhlosion-Hisui,Rest,TM
Typhlosion-Hisui,Reversal,TM
Typhlosion-Hisui,Rock Slide,TM
